;pair_id;year;iso3_o;iso3_d;fwd_log_mig;o_sl_uem_totl_zs;o_sp_pop_0014_to_zs;sfi_sfi;pol4_autoc;o_IT_CEL_SETS_P2;o_IT_NET_USER_P2;o_number_weather;o_number_nonweather;mig_stock_tot;o_French;o_Spanish;o_English;d_GDP;d_pop;o_GDP;o_pop;Set
108;181;2011;0;10;0.6931472;7.2;24.636627;3.0;0.0;149.0906224;51.0;0;1;4.0;0.0;0.99;0.0;14.940432;1.327439;319.17194;41.655613;1
109;181;2012;0;10;0.6931472;7.2;24.415052;2.0;0.0;156.564756;55.8;3;0;5.0;0.0;0.99;0.0;15.635245;1.322696;321.73105;42.09522;1
110;181;2013;0;10;1.609438;7.5;24.233953;1.0;0.0;162.5274217;59.9;2;0;6.0;0.0;0.99;0.0;15.890062;1.317997;331.01404;42.5383;2
111;181;2014;0;10;1.609438;9.678758;9.678758;1.0;0.0;146.4823886;64.7;3;1;13.0;0.0;0.99;0.0;16.220991;1.313645;332.56702;42.980026;0
112;182;2004;0;11;2.3978953;12.6;26.647324;4.0;0.0;35.27228837;16.03668411;3;0;92.0;0.0;0.99;0.0;198.906;5.228172;204.13399;38.728775;1
113;182;2005;0;11;2.6390574;10.6;26.3217;2.0;0.0;57.32899426;17.72058337;1;0;90.0;0.0;0.99;0.0;204.43596;5.246096;222.91101;39.14549;1
114;182;2006;0;11;2.6390574;10.1;26.007032;2.0;0.0;80.81882641;20.9272021;1;0;103.0;0.0;0.99;0.0;212.72598;5.2662683;241.642;39.558746;1
115;182;2007;0;11;2.8903718;8.5;25.702198;2.0;0.0;102.7215283;25.94663294;3;0;112.0;0.0;0.99;0.0;223.75603;5.2887197;260.88998;39.969906;1
116;182;2008;0;11;2.8332133;7.8;25.410353;2.0;0.0;117.2211834;28.11262348;1;1;125.0;0.0;0.99;0.0;225.368;5.313399;268.912;40.381863;1
117;182;2009;0;11;2.7080503;8.6;25.134405;2.0;0.0;131.1294492;34.0;4;2;130.0;0.0;0.99;0.0;206.73201;5.3388715;269.04706;40.798637;1
118;182;2010;0;11;2.944439;7.7;24.876331;2.0;0.0;141.383022;45.0;1;0;140.0;0.0;0.99;0.0;212.919;5.363352;294.47595;41.222878;1
119;182;2011;0;11;3.0445225;7.2;24.636627;3.0;0.0;149.0906224;51.0;0;1;151.0;0.0;0.99;0.0;218.39198;5.388272;319.17194;41.655613;1
120;182;2012;0;11;3.0445225;7.2;24.415052;2.0;0.0;156.564756;55.8;3;0;154.0;0.0;0.99;0.0;215.27798;5.413971;321.73105;42.09522;1
121;182;2013;0;11;2.944439;7.5;24.233953;1.0;0.0;162.5274217;59.9;2;0;158.0;0.0;0.99;0.0;212.43304;5.438972;331.01404;42.5383;2
122;182;2014;0;11;3.295837;9.678758;9.678758;1.0;0.0;146.4823886;64.7;3;1;165.0;0.0;0.99;0.0;212.18997;5.463596;332.56702;42.980026;0
123;183;2004;0;12;5.598422;12.6;26.647324;4.0;0.0;35.27228837;16.03668411;3;0;9.678758;0.0;0.99;0.0;2168.81;62.704903;204.13399;38.728775;1
124;183;2005;0;12;5.934894;10.6;26.3217;2.0;0.0;57.32899426;17.72058337;1;0;9.678758;0.0;0.99;0.0;2203.6802;63.179348;222.91101;39.14549;1
125;183;2006;0;12;5.8435445;10.1;26.007032;2.0;0.0;80.81882641;20.9272021;1;0;9.678758;0.0;0.99;0.0;2256.01;63.621365;241.642;39.558746;1
126;183;2007;0;12;5.7960577;8.5;25.702198;2.0;0.0;102.7215283;25.94663294;3;0;3853.0;0.0;0.99;0.0;2309.2896;64.016235;260.88998;39.969906;1
127;183;2008;0;12;6.0497336;7.8;25.410353;2.0;0.0;117.2211834;28.11262348;1;1;3917.0;0.0;0.99;0.0;2313.7998;64.375;268.912;40.381863;1
128;183;2009;0;12;5.8406415;8.6;25.134405;2.0;0.0;131.1294492;34.0;4;2;3931.0;0.0;0.99;0.0;2245.7395;64.70703;269.04706;40.798637;1
129;183;2010;0;12;5.739793;7.7;24.876331;2.0;0.0;141.383022;45.0;1;0;3946.0;0.0;0.99;0.0;2289.89;65.02751;294.47595;41.222878;1
130;183;2011;0;12;5.924256;7.2;24.636627;3.0;0.0;149.0906224;51.0;0;1;3946.0;0.0;0.99;0.0;2337.5002;65.34278;319.17194;41.655613;1
131;183;2012;0;12;5.866468;7.2;24.415052;2.0;0.0;156.564756;55.8;3;0;4058.0;0.0;0.99;0.0;2341.7698;65.639984;321.73105;42.09522;1
132;183;2013;0;12;5.9532433;7.5;24.233953;1.0;0.0;162.5274217;59.9;2;0;9.678758;0.0;0.99;0.0;2357.1404;65.92549;331.01404;42.5383;2
133;183;2014;0;12;6.1903152;9.678758;9.678758;1.0;0.0;146.4823886;64.7;3;1;9.678758;0.0;0.99;0.0;2361.3804;66.20694;332.56702;42.980026;0
134;184;2011;0;13;6.908755;7.2;24.636627;3.0;0.0;149.0906224;51.0;0;1;9.678758;0.0;0.99;0.0;2518.2495;63.258934;319.17194;41.655613;1
135;186;2004;0;15;2.0794415;12.6;26.647324;4.0;0.0;35.27228837;16.03668411;3;0;0.0;0.0;0.99;0.0;107.318985;10.107145;204.13399;38.728775;1
136;186;2005;0;15;2.944439;10.6;26.3217;2.0;0.0;57.32899426;17.72058337;1;0;0.0;0.0;0.99;0.0;111.89002;10.087066;222.91101;39.14549;1
137;186;2006;0;15;1.9459101;10.1;26.007032;2.0;0.0;80.81882641;20.9272021;1;0;47.0;0.0;0.99;0.0;116.32402;10.071369;241.642;39.558746;1
138;186;2007;0;15;2.8332133;8.5;25.702198;2.0;0.0;102.7215283;25.94663294;3;0;58.0;0.0;0.99;0.0;116.91899;10.05578;260.88998;39.969906;1
139;186;2008;0;15;3.0445225;7.8;25.410353;2.0;0.0;117.2211834;28.11262348;1;1;58.0;0.0;0.99;0.0;117.94601;10.038189;268.912;40.381863;1
140;186;2009;0;15;2.7725887;8.6;25.134405;2.0;0.0;131.1294492;34.0;4;2;63.0;0.0;0.99;0.0;110.21901;10.02265;269.04706;40.798637;1
141;186;2010;0;15;3.2580965;7.7;24.876331;2.0;0.0;141.383022;45.0;1;0;65.0;0.0;0.99;0.0;111.08903;10.000024;294.47595;41.222878;1
142;186;2011;0;15;3.4965076;7.2;24.636627;3.0;0.0;149.0906224;51.0;0;1;53.0;0.0;0.99;0.0;113.096016;9.971728;319.17194;41.655613;1
143;186;2012;0;15;3.7376697;7.2;24.415052;2.0;0.0;156.564756;55.8;3;0;81.0;0.0;0.99;0.0;111.425;9.920363;321.73105;42.09522;1
144;186;2013;0;15;3.6109178;7.5;24.233953;1.0;0.0;162.5274217;59.9;2;0;102.0;0.0;0.99;0.0;113.12401;9.893083;331.01404;42.5383;2
145;186;2014;0;15;3.0910425;9.678758;9.678758;1.0;0.0;146.4823886;64.7;3;1;107.0;0.0;0.99;0.0;117.23698;9.861672;332.56702;42.980026;0
146;188;2004;0;17;2.944439;12.6;26.647324;4.0;0.0;35.27228837;16.03668411;3;0;5.0;0.0;0.99;0.0;15.847348;0.292074;204.13399;38.728775;1
147;188;2005;0;17;1.7917595;10.6;26.3217;2.0;0.0;57.32899426;17.72058337;1;0;20.0;0.0;0.99;0.0;16.798498;0.29673398;222.91101;39.14549;1
148;188;2006;0;17;1.609438;10.1;26.007032;2.0;0.0;80.81882641;20.9272021;1;0;23.0;0.0;0.99;0.0;17.509563;0.303782;241.642;39.558746;1
149;188;2007;0;17;1.0986123;8.5;25.702198;2.0;0.0;102.7215283;25.94663294;3;0;12.0;0.0;0.99;0.0;19.21193;0.311566;260.88998;39.969906;1
150;188;2008;0;17;1.0986123;7.8;25.410353;2.0;0.0;117.2211834;28.11262348;1;1;10.0;0.0;0.99;0.0;19.432995;0.31741402;268.912;40.381863;1
